,date,instrument,action,price,volume
369,2015-05-21 00:00:00,IF,BUY,4905.0,433
370,2015-05-28 00:00:00,IF,SELL,4967.8,864
371,2015-06-08 00:00:00,IF,BUY,5343.4,281
372,2015-06-10 00:00:00,i,BUY,447.0,4590
373,2015-06-15 00:00:00,i,SELL,440.0,4590
374,2015-06-15 00:00:00,IF,SELL,5190.4,281
375,2015-06-16 00:00:00,rb,SELL_SHORT,2238.0,1755
376,2015-06-18 00:00:00,rb,BUY_TO_COVER,2266.0,1755
377,2015-06-25 00:00:00,rb,SELL_SHORT,2247.0,1846
378,2015-06-26 00:00:00,rb,SELL_SHORT,2230.0,1851
379,2015-06-29 00:00:00,rb,SELL_SHORT,2163.0,1837
380,2015-06-29 00:00:00,IF,SELL_SHORT,4065.0,229
381,2015-06-30 00:00:00,IF,BUY_TO_COVER,4388.2,229
382,2015-07-01 00:00:00,rb,SELL_SHORT,2139.0,1722
383,2015-07-02 00:00:00,rb,BUY_TO_COVER,2174.0,7256
384,2015-07-03 00:00:00,IF,SELL_SHORT,4308.4,192
385,2015-07-06 00:00:00,rb,SELL_SHORT,2033.0,1377
386,2015-07-06 00:00:00,i,SELL_SHORT,372.0,4380
387,2015-07-07 00:00:00,rb,SELL_SHORT,1938.0,1310
388,2015-07-07 00:00:00,i,SELL_SHORT,341.5,4310
389,2015-07-07 00:00:00,IF,SELL_SHORT,3575.4,193
390,2015-07-08 00:00:00,rb,BUY_TO_COVER,1983.0,2687
391,2015-07-08 00:00:00,i,BUY_TO_COVER,356.0,8690
392,2015-07-08 00:00:00,IF,SELL_SHORT,3327.4,188
393,2015-07-09 00:00:00,IF,BUY_TO_COVER,3795.6,573
394,2015-08-24 00:00:00,IF,SELL_SHORT,3037.8,236
395,2015-08-25 00:00:00,IF,SELL_SHORT,2842.2,234
396,2015-08-27 00:00:00,IF,BUY_TO_COVER,3061.4,470
397,2015-09-07 00:00:00,rb,SELL_SHORT,1923.0,1439
398,2015-09-08 00:00:00,rb,BUY_TO_COVER,1975.0,1439
399,2015-09-28 00:00:00,rb,SELL_SHORT,1843.0,1700
400,2015-09-30 00:00:00,rb,SELL_SHORT,1841.0,1773
401,2015-10-09 00:00:00,rb,BUY_TO_COVER,1848.0,3473
402,2015-10-19 00:00:00,rb,SELL_SHORT,1815.0,1985
403,2015-10-23 00:00:00,rb,SELL_SHORT,1800.0,2038
404,2015-10-27 00:00:00,i,SELL_SHORT,354.5,5632
405,2015-10-28 00:00:00,i,SELL_SHORT,349.0,5708
406,2015-10-29 00:00:00,i,BUY_TO_COVER,353.5,11340
407,2015-10-30 00:00:00,rb,SELL_SHORT,1789.0,2385
408,2015-11-02 00:00:00,i,SELL_SHORT,344.0,5811
409,2015-11-03 00:00:00,rb,SELL_SHORT,1777.0,2588
410,2015-11-05 00:00:00,i,SELL_SHORT,339.0,6015
411,2015-11-09 00:00:00,rb,BUY_TO_COVER,1794.0,8996
412,2015-11-11 00:00:00,rb,SELL_SHORT,1765.0,2688
413,2015-11-16 00:00:00,i,SELL_SHORT,335.0,6680
414,2015-11-17 00:00:00,rb,SELL_SHORT,1749.0,3058
415,2015-11-17 00:00:00,i,SELL_SHORT,328.0,6806
416,2015-11-18 00:00:00,rb,SELL_SHORT,1725.0,3109
417,2015-11-19 00:00:00,rb,SELL_SHORT,1710.0,3152
418,2015-11-19 00:00:00,i,SELL_SHORT,319.0,7432
419,2015-11-20 00:00:00,rb,SELL_SHORT,1682.0,3250
420,2015-11-23 00:00:00,rb,SELL_SHORT,1664.0,3508
421,2015-11-23 00:00:00,i,SELL_SHORT,311.0,8601
422,2015-11-24 00:00:00,rb,BUY_TO_COVER,1674.0,18765
423,2015-11-27 00:00:00,rb,SELL_SHORT,1655.0,2854
424,2015-11-30 00:00:00,rb,SELL_SHORT,1626.0,3072
425,2015-11-30 00:00:00,i,SELL_SHORT,301.0,8640
426,2015-12-01 00:00:00,rb,BUY_TO_COVER,1662.0,5926
427,2015-12-02 00:00:00,i,SELL_SHORT,295.5,8859
428,2015-12-03 00:00:00,i,SELL_SHORT,289.0,9310
429,2015-12-10 00:00:00,i,SELL_SHORT,285.5,10436
430,2015-12-14 00:00:00,i,BUY_TO_COVER,293.5,78590
431,2015-12-21 00:00:00,IF,BUY,3784.8,733
432,2015-12-28 00:00:00,IF,SELL,3644.0,733
433,2016-01-04 00:00:00,rb,BUY,1776.0,2502
434,2016-01-07 00:00:00,IF,SELL_SHORT,3296.6,657
435,2016-01-08 00:00:00,rb,SELL,1754.0,2502
436,2016-01-08 00:00:00,IF,BUY_TO_COVER,3223.4,657
437,2016-01-11 00:00:00,IF,SELL_SHORT,3166.6,620
438,2016-01-15 00:00:00,IF,SELL_SHORT,2980.6,622
439,2016-01-19 00:00:00,IF,BUY_TO_COVER,3086.8,1242
440,2016-01-21 00:00:00,IF,SELL_SHORT,3020.4,616
441,2016-01-22 00:00:00,rb,BUY,1834.0,2588
442,2016-01-26 00:00:00,IF,SELL_SHORT,2878.6,637
443,2016-01-28 00:00:00,rb,SELL,1812.0,2588
444,2016-01-28 00:00:00,IF,SELL_SHORT,2790.4,645
445,2016-01-29 00:00:00,IF,BUY_TO_COVER,2874.2,1898
446,2016-02-04 00:00:00,i,BUY,331.5,8768
447,2016-02-15 00:00:00,i,BUY,335.5,8847
448,2016-02-23 00:00:00,i,SELL,360.5,17615
449,2016-02-29 00:00:00,rb,BUY,1960.0,2489
450,2016-02-29 00:00:00,IF,SELL_SHORT,2763.8,790
451,2016-03-01 00:00:00,i,BUY,373.0,8127
452,2016-03-08 00:00:00,rb,SELL,2038.0,2489
453,2016-03-08 00:00:00,i,SELL,402.0,8127
454,2016-03-09 00:00:00,i,BUY,429.0,6449
455,2016-03-10 00:00:00,i,SELL,417.0,6449
456,2016-03-14 00:00:00,i,BUY,405.5,5539
457,2016-03-15 00:00:00,i,SELL,397.5,5539
458,2016-03-18 00:00:00,IF,BUY_TO_COVER,3127.0,790
459,2016-03-21 00:00:00,rb,BUY,2177.0,1307
460,2016-03-21 00:00:00,i,BUY,433.5,5092
461,2016-03-23 00:00:00,i,SELL,398.5,5092
462,2016-03-25 00:00:00,rb,BUY,2236.0,1205
463,2016-03-28 00:00:00,rb,SELL,2197.0,2512
464,2016-04-08 00:00:00,rb,BUY,2256.0,1240
465,2016-04-11 00:00:00,rb,BUY,2301.0,1281
466,2016-04-14 00:00:00,rb,SELL,2326.0,2521
467,2016-04-19 00:00:00,rb,BUY,2581.0,1121
468,2016-04-19 00:00:00,i,BUY,452.0,4335
469,2016-04-20 00:00:00,i,BUY,461.5,4287
470,2016-04-21 00:00:00,rb,SELL,2648.0,1121
471,2016-04-26 00:00:00,i,SELL,447.5,8622
472,2016-05-20 00:00:00,i,SELL_SHORT,349.0,3583
473,2016-05-23 00:00:00,rb,SELL_SHORT,1931.0,824
474,2016-05-25 00:00:00,i,SELL_SHORT,334.0,3837
475,2016-05-27 00:00:00,rb,BUY_TO_COVER,1983.0,824
476,2016-05-27 00:00:00,i,BUY_TO_COVER,335.0,7420
477,2016-05-30 00:00:00,rb,SELL_SHORT,1976.0,834
478,2016-05-30 00:00:00,i,SELL_SHORT,338.5,3888
479,2016-05-31 00:00:00,IF,SELL_SHORT,3138.8,1050
480,2016-06-06 00:00:00,rb,BUY_TO_COVER,2082.0,834
481,2016-06-06 00:00:00,i,BUY_TO_COVER,363.5,3888
482,2016-06-06 00:00:00,IF,BUY_TO_COVER,3149.2,1050
483,2016-07-11 00:00:00,IF,BUY,3160.2,1348
484,2016-07-19 00:00:00,IF,SELL,3196.2,1348
485,2016-07-28 00:00:00,i,BUY,453.5,4163
486,2016-08-01 00:00:00,i,BUY,464.5,4157
487,2016-08-08 00:00:00,rb,BUY,2583.0,908
488,2016-08-09 00:00:00,i,SELL,470.5,8320
489,2016-08-12 00:00:00,rb,SELL,2464.0,908
490,2016-08-12 00:00:00,IF,BUY,3278.2,1580
491,2016-08-18 00:00:00,IF,SELL,3339.4,1580
492,2016-09-13 00:00:00,i,SELL_SHORT,388.5,4874
493,2016-09-19 00:00:00,rb,SELL_SHORT,2272.0,1058
494,2016-09-21 00:00:00,i,BUY_TO_COVER,402.5,4874
495,2016-09-23 00:00:00,rb,BUY_TO_COVER,2349.0,1058
496,2016-10-28 00:00:00,i,BUY,484.0,4685
497,2016-11-01 00:00:00,rb,BUY,2649.0,1068
498,2016-11-02 00:00:00,rb,SELL,2621.0,1068
499,2016-11-02 00:00:00,i,SELL,481.0,4685
500,2016-11-03 00:00:00,rb,BUY,2736.0,1011
501,2016-11-07 00:00:00,rb,BUY,2891.0,960
502,2016-11-14 00:00:00,rb,SELL,2952.0,1971
503,2016-11-14 00:00:00,IF,BUY,3405.0,1929
504,2016-11-30 00:00:00,IF,SELL,3533.8,1929
505,2016-12-01 00:00:00,IF,BUY,3555.2,1930
506,2016-12-02 00:00:00,IF,SELL,3474.8,1930
507,2016-12-07 00:00:00,rb,BUY,3335.0,567
508,2016-12-07 00:00:00,i,BUY,635.0,2341
509,2016-12-08 00:00:00,i,SELL,597.0,2341
510,2016-12-12 00:00:00,rb,BUY,3477.0,548
511,2016-12-12 00:00:00,i,BUY,639.5,2276
512,2016-12-13 00:00:00,i,SELL,607.0,2276
513,2016-12-14 00:00:00,rb,SELL,3334.0,1115
514,2017-01-16 00:00:00,IF,SELL_SHORT,3282.8,1836
515,2017-01-17 00:00:00,i,BUY,638.0,2466
516,2017-01-18 00:00:00,i,SELL,625.0,2466
517,2017-01-18 00:00:00,IF,BUY_TO_COVER,3317.0,1836
518,2017-02-10 00:00:00,i,BUY,688.5,2470
519,2017-02-13 00:00:00,i,BUY,697.0,2506
520,2017-02-15 00:00:00,i,SELL,684.0,4976
521,2017-02-16 00:00:00,i,BUY,690.5,2467
522,2017-02-20 00:00:00,rb,BUY,3580.0,608
523,2017-02-20 00:00:00,i,BUY,714.5,2507
524,2017-02-22 00:00:00,rb,SELL,3504.0,608
525,2017-02-23 00:00:00,i,SELL,670.0,4974
526,2017-02-27 00:00:00,rb,BUY,3577.0,591
527,2017-02-28 00:00:00,rb,SELL,3468.0,591
528,2017-03-15 00:00:00,rb,BUY,3583.0,596
529,2017-03-16 00:00:00,rb,SELL,3521.0,596
530,2017-04-06 00:00:00,i,SELL_SHORT,535.5,2400
531,2017-04-07 00:00:00,rb,SELL_SHORT,3085.0,621
532,2017-04-07 00:00:00,IF,BUY,3492.6,2042
533,2017-04-10 00:00:00,i,SELL_SHORT,521.5,2505
534,2017-04-11 00:00:00,rb,SELL_SHORT,2957.0,635
535,2017-04-12 00:00:00,i,SELL_SHORT,501.0,2607
536,2017-04-12 00:00:00,IF,SELL,3473.8,2042
537,2017-04-13 00:00:00,rb,BUY_TO_COVER,2991.0,1256
538,2017-04-17 00:00:00,i,SELL_SHORT,484.5,2723
539,2017-04-18 00:00:00,rb,SELL_SHORT,2832.0,696
540,2017-04-18 00:00:00,i,SELL_SHORT,466.5,2804
541,2017-04-20 00:00:00,rb,BUY_TO_COVER,2922.0,696
542,2017-04-20 00:00:00,i,BUY_TO_COVER,492.0,13039
543,2017-05-04 00:00:00,IF,SELL_SHORT,3363.6,2177
544,2017-05-05 00:00:00,i,SELL_SHORT,477.0,2746
545,2017-05-05 00:00:00,IF,SELL_SHORT,3342.8,2185
546,2017-05-08 00:00:00,i,SELL_SHORT,462.5,2817
547,2017-05-08 00:00:00,IF,SELL_SHORT,3316.4,2218
548,2017-05-12 00:00:00,i,SELL_SHORT,454.0,2885
549,2017-05-12 00:00:00,IF,BUY_TO_COVER,3357.8,6580
550,2017-05-16 00:00:00,i,BUY_TO_COVER,469.5,8448
551,2017-05-25 00:00:00,IF,BUY_TO_COVER,3469.6,2297
552,2017-05-31 00:00:00,i,SELL_SHORT,422.5,2851
553,2017-06-02 00:00:00,i,BUY_TO_COVER,432.0,2851
554,2017-06-13 00:00:00,i,SELL_SHORT,417.0,3265
555,2017-06-15 00:00:00,i,BUY_TO_COVER,428.0,3265
556,2017-06-22 00:00:00,IF,BUY,3554.8,1699
557,2017-06-28 00:00:00,IF,SELL,3629.8,1699
558,2017-07-03 00:00:00,rb,BUY,3391.0,705
559,2017-07-06 00:00:00,rb,SELL,3342.0,705
560,2017-07-10 00:00:00,rb,BUY,3440.0,715
561,2017-07-11 00:00:00,rb,BUY,3550.0,708
562,2017-07-20 00:00:00,rb,SELL,3438.0,1423
563,2017-07-20 00:00:00,IF,BUY,3726.8,1519
564,2017-07-25 00:00:00,IF,SELL,3705.2,1519
565,2017-07-26 00:00:00,i,BUY,514.5,3546
566,2017-07-27 00:00:00,i,BUY,524.0,3561
567,2017-07-28 00:00:00,i,BUY,538.0,3561
568,2017-08-01 00:00:00,i,SELL,550.0,10668
569,2017-08-01 00:00:00,IF,BUY,3739.6,1647
570,2017-08-03 00:00:00,IF,SELL,3712.4,1647
571,2017-08-04 00:00:00,rb,BUY,3975.0,697
572,2017-08-04 00:00:00,i,BUY,584.5,3452
573,2017-08-08 00:00:00,rb,SELL,3972.0,697
574,2017-08-11 00:00:00,i,SELL,543.0,3452
575,2017-08-21 00:00:00,i,BUY,602.5,2843
576,2017-08-22 00:00:00,i,SELL,576.0,2843
577,2017-08-25 00:00:00,IF,BUY,3797.6,1580
578,2017-09-08 00:00:00,IF,SELL,3822.8,1580
579,2017-09-22 00:00:00,i,SELL_SHORT,461.0,2684
580,2017-10-09 00:00:00,i,SELL_SHORT,440.5,2925
581,2017-10-09 00:00:00,IF,BUY,3890.0,1786
582,2017-10-17 00:00:00,IF,SELL,3915.4,1786
583,2017-10-24 00:00:00,IF,BUY,3942.2,2110
584,2017-10-30 00:00:00,IF,SELL,3976.2,2110
585,2017-11-06 00:00:00,i,BUY_TO_COVER,477.5,5609
586,2017-11-22 00:00:00,IF,BUY,4232.4,1481
587,2017-11-23 00:00:00,IF,SELL,4114.8,1481
588,2017-11-30 00:00:00,rb,BUY,4043.0,660
589,2017-12-04 00:00:00,rb,BUY,4117.0,671
590,2017-12-05 00:00:00,rb,SELL,4022.0,1331
591,2018-01-08 00:00:00,i,BUY,559.0,3273
592,2018-01-11 00:00:00,i,SELL,548.0,3273
593,2018-01-17 00:00:00,IF,BUY,4266.6,1269
594,2018-01-25 00:00:00,IF,SELL,4376.0,1269
595,2018-01-26 00:00:00,IF,BUY,4413.8,1292
596,2018-01-29 00:00:00,IF,SELL,4319.8,1292
597,2018-02-09 00:00:00,IF,SELL_SHORT,3808.8,763
598,2018-02-12 00:00:00,IF,BUY_TO_COVER,3891.0,763
599,2018-03-09 00:00:00,rb,SELL_SHORT,3723.0,818
600,2018-03-09 00:00:00,i,SELL_SHORT,490.0,4478
601,2018-03-16 00:00:00,rb,SELL_SHORT,3655.0,858
602,2018-03-16 00:00:00,i,SELL_SHORT,475.5,4601
603,2018-03-19 00:00:00,rb,SELL_SHORT,3586.0,879
604,2018-03-19 00:00:00,i,SELL_SHORT,466.0,4793
605,2018-03-21 00:00:00,rb,SELL_SHORT,3560.0,897
606,2018-03-22 00:00:00,rb,SELL_SHORT,3426.0,941
607,2018-03-22 00:00:00,i,SELL_SHORT,450.5,5070
608,2018-03-23 00:00:00,rb,SELL_SHORT,3316.0,985
609,2018-03-23 00:00:00,i,SELL_SHORT,440.0,5568
610,2018-03-29 00:00:00,rb,BUY_TO_COVER,3364.0,5378
611,2018-03-30 00:00:00,i,BUY_TO_COVER,469.0,24510
612,2018-04-18 00:00:00,IF,SELL_SHORT,3748.4,931
613,2018-04-19 00:00:00,IF,BUY_TO_COVER,3781.6,931
614,2018-05-30 00:00:00,IF,SELL_SHORT,3714.8,1156
615,2018-05-31 00:00:00,IF,BUY_TO_COVER,3765.6,1156
616,2018-06-01 00:00:00,rb,BUY,3731.0,948
617,2018-06-04 00:00:00,rb,SELL,3690.0,948
618,2018-06-06 00:00:00,rb,BUY,3789.0,925
619,2018-06-19 00:00:00,rb,SELL,3761.0,925
620,2018-06-19 00:00:00,IF,SELL_SHORT,3560.2,1048
621,2018-06-25 00:00:00,IF,SELL_SHORT,3483.2,1004
622,2018-06-27 00:00:00,IF,SELL_SHORT,3369.0,992
623,2018-06-29 00:00:00,IF,BUY_TO_COVER,3458.6,3044
624,2018-07-02 00:00:00,IF,SELL_SHORT,3357.2,867
625,2018-07-05 00:00:00,IF,SELL_SHORT,3301.4,864
626,2018-07-09 00:00:00,IF,BUY_TO_COVER,3430.4,1731
627,2018-07-11 00:00:00,rb,BUY,3905.0,898
628,2018-07-16 00:00:00,rb,SELL,3878.0,898
629,2018-07-19 00:00:00,rb,BUY,3926.0,923
630,2018-08-01 00:00:00,rb,SELL,4054.0,923
631,2018-08-03 00:00:00,i,BUY,506.5,6108
632,2018-08-06 00:00:00,IF,SELL_SHORT,3268.4,851
633,2018-08-07 00:00:00,IF,BUY_TO_COVER,3345.2,851
634,2018-08-13 00:00:00,i,BUY,514.5,5956
635,2018-08-14 00:00:00,i,SELL,507.0,12064
636,2018-08-16 00:00:00,IF,SELL_SHORT,3286.6,813
637,2018-08-17 00:00:00,rb,BUY,4400.0,814
638,2018-08-17 00:00:00,IF,SELL_SHORT,3210.8,808
639,2018-08-20 00:00:00,IF,BUY_TO_COVER,3251.6,1621
640,2018-08-23 00:00:00,rb,SELL,4306.0,814
641,2018-09-12 00:00:00,IF,SELL_SHORT,3236.4,957
642,2018-09-13 00:00:00,IF,BUY_TO_COVER,3236.0,957
643,2018-10-11 00:00:00,IF,SELL_SHORT,3123.4,880
644,2018-10-12 00:00:00,IF,BUY_TO_COVER,3172.8,880
645,2018-10-17 00:00:00,i,BUY,521.5,5734
646,2018-10-17 00:00:00,IF,SELL_SHORT,3107.8,856
647,2018-10-18 00:00:00,IF,SELL_SHORT,3043.2,860
648,2018-10-19 00:00:00,IF,BUY_TO_COVER,3162.6,1716
649,2018-10-24 00:00:00,i,BUY,530.5,5651
650,2018-10-30 00:00:00,i,SELL,530.5,11385
651,2018-11-06 00:00:00,rb,SELL_SHORT,3831.0,758
652,2018-11-09 00:00:00,rb,SELL_SHORT,3695.0,742
653,2018-11-15 00:00:00,rb,BUY_TO_COVER,3794.0,1500
654,2018-11-19 00:00:00,rb,SELL_SHORT,3716.0,751
655,2018-11-20 00:00:00,rb,SELL_SHORT,3542.0,724
656,2018-11-21 00:00:00,rb,BUY_TO_COVER,3611.0,1475
657,2018-11-23 00:00:00,rb,SELL_SHORT,3455.0,680
658,2018-11-23 00:00:00,i,SELL_SHORT,472.0,4470
659,2018-11-26 00:00:00,i,SELL_SHORT,463.5,4332
660,2018-11-27 00:00:00,rb,SELL_SHORT,3390.0,667
661,2018-11-28 00:00:00,rb,BUY_TO_COVER,3453.0,1347
662,2018-11-30 00:00:00,rb,SELL_SHORT,3455.0,652
663,2018-12-03 00:00:00,rb,BUY_TO_COVER,3412.0,652
664,2018-12-03 00:00:00,i,BUY_TO_COVER,476.0,8802
665,2018-12-21 00:00:00,IF,SELL_SHORT,3022.2,1032
666,2018-12-27 00:00:00,IF,SELL_SHORT,3003.6,1048
667,2019-01-02 00:00:00,IF,SELL_SHORT,2961.6,1072
668,2019-01-04 00:00:00,IF,BUY_TO_COVER,3056.6,3152
669,2019-01-18 00:00:00,i,BUY,539.5,5603
670,2019-01-22 00:00:00,i,SELL,530.0,5603
671,2019-01-25 00:00:00,i,BUY,568.0,5820
672,2019-02-12 00:00:00,i,SELL,610.0,5820
673,2019-02-12 00:00:00,IF,BUY,3331.8,1217
674,2019-02-15 00:00:00,IF,SELL,3377.8,1217
675,2019-02-18 00:00:00,IF,BUY,3454.8,1131
676,2019-02-26 00:00:00,IF,SELL,3716.8,1131
677,2019-03-04 00:00:00,IF,BUY,3792.6,864
678,2019-03-08 00:00:00,IF,SELL,3692.0,864
679,2019-04-01 00:00:00,IF,BUY,3990.8,820
680,2019-04-02 00:00:00,i,BUY,646.0,3883
681,2019-04-09 00:00:00,i,SELL,665.0,3883
682,2019-04-11 00:00:00,IF,SELL,4009.8,820
683,2019-04-12 00:00:00,rb,BUY,3878.0,977
684,2019-04-16 00:00:00,rb,SELL,3821.0,977
685,2019-05-16 00:00:00,i,BUY,686.0,4054
686,2019-05-17 00:00:00,i,BUY,706.5,3965
687,2019-05-20 00:00:00,i,SELL,699.0,8019
688,2019-05-20 00:00:00,IF,SELL_SHORT,3591.8,753
689,2019-05-21 00:00:00,i,BUY,713.0,3803
690,2019-05-22 00:00:00,i,BUY,725.0,3829
691,2019-05-24 00:00:00,i,BUY,741.5,3888
692,2019-05-28 00:00:00,i,SELL,738.0,11520
693,2019-06-06 00:00:00,IF,SELL_SHORT,3550.6,917
694,2019-06-10 00:00:00,IF,BUY_TO_COVER,3588.4,1670
695,2019-06-13 00:00:00,i,BUY,779.0,3250
696,2019-06-14 00:00:00,i,SELL,756.5,3250
697,2019-06-18 00:00:00,i,BUY,794.0,2955
698,2019-06-20 00:00:00,i,BUY,814.5,2948
699,2019-06-21 00:00:00,i,SELL,795.0,5903
700,2019-06-24 00:00:00,rb,BUY,3883.0,1024
701,2019-06-27 00:00:00,i,BUY,808.5,2804
702,2019-07-02 00:00:00,rb,SELL,3956.0,1024
703,2019-07-04 00:00:00,i,SELL,839.5,2804
704,2019-08-07 00:00:00,i,SELL_SHORT,684.5,2279
705,2019-08-08 00:00:00,rb,SELL_SHORT,3571.0,999
706,2019-08-09 00:00:00,rb,SELL_SHORT,3487.0,992
707,2019-08-09 00:00:00,i,SELL_SHORT,635.5,2329
708,2019-08-12 00:00:00,rb,BUY_TO_COVER,3553.0,1991
709,2019-08-20 00:00:00,i,SELL_SHORT,604.0,2460
710,2019-08-22 00:00:00,rb,SELL_SHORT,3517.0,1048
711,2019-08-26 00:00:00,rb,SELL_SHORT,3390.0,1056
712,2019-08-27 00:00:00,rb,SELL_SHORT,3359.0,1068
713,2019-08-27 00:00:00,i,SELL_SHORT,580.0,2701
714,2019-08-30 00:00:00,rb,BUY_TO_COVER,3380.0,3172
715,2019-08-30 00:00:00,i,BUY_TO_COVER,612.0,9769
716,2019-09-05 00:00:00,IF,BUY,3936.6,1265
717,2019-09-17 00:00:00,IF,SELL,3900.4,1265
718,2019-10-14 00:00:00,rb,SELL_SHORT,3305.0,1051
719,2019-10-14 00:00:00,IF,BUY,3943.6,1383
720,2019-10-16 00:00:00,rb,SELL_SHORT,3272.0,1071
721,2019-10-16 00:00:00,IF,SELL,3924.6,1383
722,2019-10-22 00:00:00,rb,BUY_TO_COVER,3311.0,2122
723,2019-11-05 00:00:00,IF,BUY,3996.0,1445
724,2019-11-08 00:00:00,i,SELL_SHORT,581.0,3824
725,2019-11-08 00:00:00,IF,SELL,3943.4,1445
726,2019-11-12 00:00:00,i,BUY_TO_COVER,594.5,3824
727,2019-11-19 00:00:00,rb,BUY,3555.0,1190
728,2019-11-26 00:00:00,rb,SELL,3501.0,1190
729,2019-12-11 00:00:00,rb,BUY,3574.0,1182
730,2019-12-16 00:00:00,rb,SELL,3512.0,1182
731,2019-12-16 00:00:00,i,BUY,650.5,4191
732,2019-12-17 00:00:00,i,SELL,642.0,4191
733,2019-12-17 00:00:00,IF,BUY,4056.8,1464
734,2019-12-23 00:00:00,IF,SELL,3989.6,1464
735,2019-12-27 00:00:00,IF,BUY,4029.2,1505
736,2020-01-06 00:00:00,IF,SELL,4159.439,1505
737,2020-01-07 00:00:00,i,BUY,675.073,4980
738,2020-01-09 00:00:00,i,SELL,657.715,4980
739,2020-01-13 00:00:00,IF,BUY,4227.573,1352
740,2020-01-15 00:00:00,IF,SELL,4179.773,1352
741,2020-02-03 00:00:00,rb,SELL_SHORT,3192.048,1133
742,2020-02-03 00:00:00,IF,SELL_SHORT,3662.877,854
743,2020-02-04 00:00:00,rb,BUY_TO_COVER,3287.627,1133
744,2020-02-04 00:00:00,i,SELL_SHORT,588.229,3900
745,2020-02-04 00:00:00,IF,BUY_TO_COVER,3775.683,854
746,2020-02-05 00:00:00,i,SELL_SHORT,577.697,3909
747,2020-02-06 00:00:00,i,BUY_TO_COVER,587.039,7809
